Multiplier,SSIM,Cost function
mul3444,0.9434855592835264,2690.956150664401
mul4444,0.939875618166362,2679.016233600001
mul2144,0.924088261922182,2805.7512939840008
mul9144,0.9157601495318796,2803.247220634201
mul4144,0.9022064286808116,2747.032324920001
mul9999,0.997800804743183,2904.453409176001
mul9989,0.9975774775228732,2921.986959258601
mul9994,0.992715725927083,2847.2504955030013
mul9984,0.9925521310997918,2864.5966605024005
mul4949,0.983903358111827,2790.609995016001
mul4943,0.9785689723979956,2746.5897323232007
mul4944,0.976273930084018,2734.531907715001
mul4844,0.9726436279532756,2751.5033025480006
mul3994,0.9634880147250504,2802.785727168001
mul3944,0.9557492850969498,2746.5897323232007
mul4433,0.9500814669494436,2702.918957925601
mul4434,0.9452334447653462,2690.956150664401
mul4933,0.9413393676138117,2758.6704471282005
mul4934,0.9399619093448394,2746.5897323232007
mul9343,0.9274084519689252,2758.6704471282005
mul2344,0.9187087075991556,2749.0962159864007
mul2343,0.915433408386738,2761.2014152896004
mul4143,0.9118314442931736,2759.1244938180007
mul4244,0.9076904730525356,2737.013906880001
mul4243,0.9044415268832026,2749.0962159864007
mul4344,0.8991369579869207,2690.956150664401
mul9434,0.8889973757353883,2746.5897323232007
mul4349,0.8871534364123063,2746.5897323232007
mul3344,0.8691909056167166,2702.918957925601
mul3343,0.8625231221404519,2714.9046553836006
mul3349,0.8480317163749108,2758.6704471282005
mul3394,0.8377136182601733,2758.6704471282005
mul9443,0.828397788308589,2746.5897323232007
mul4449,0.824826408361994,2734.531907715001
mul4444,0.8178808415287635,2679.016233600001
mul2444,0.8125430343697826,2737.013906880001
mul3444,0.7931572575699252,2690.956150664401
mul3334,0.7560182055241881,2714.9046553836006
mul9993,0.9988210986116994,2859.544135198801
mul9999,0.998369630842426,2904.453409176001
mul8983,0.9981589460959168,2894.3546130648
mul9994,0.9980322566656334,2847.2504955030013
mul4993,0.9977712379736328,2802.785727168001
mul3994,0.99762783855905,2802.785727168001
mul4943,0.9969430840677924,2746.5897323232007
mul3993,0.9967395451317872,2814.9843495168006
mul9944,0.9964833040323576,2790.609995016001
mul3944,0.9960504443389376,2746.5897323232007
mul3934,0.9957634836688236,2758.6704471282005
mul4944,0.9947141538801684,2734.531907715001
mul4934,0.9941428631684952,2746.5897323232007
mul3833,0.9937289698067824,2787.8889411684
mul4844,0.9933405930973984,2751.5033025480006
mul2944,0.9922539541405844,2793.143724417001
mul2844,0.9908296561452656,2810.2559893920006
mul4244,0.9899209607743276,2737.013906880001
mul4294,0.9898071448809592,2793.143724417001
mul4234,0.9888195103232382,2749.0962159864007
mul3244,0.9879265266411456,2749.0962159864007
mul4233,0.9867574662113724,2761.2014152896004
mul4344,0.9822602562440396,2690.956150664401
mul4334,0.9807655399885348,2702.918957925601
mul3449,0.9786171663484764,2746.5897323232007
mul4443,0.9771414314075264,2690.956150664401
