Multiplier,SSIM,Cost function
mul4444,0.9506062415538976,2679.016233600001
mul4442,0.9498945800934464,2737.013906880001
mul4244,0.9411018661565248,2737.013906880001
mul4144,0.9344876887444376,2747.032324920001
mul1244,0.9078116225988706,2805.7512939840008
mul9993,0.9974968604080484,2859.544135198801
mul4993,0.9958848479226392,2802.785727168001
mul3993,0.9928082808668972,2814.9843495168006
mul3944,0.9898573649568088,2746.5897323232007
mul4944,0.9863962326497512,2734.531907715001
mul4844,0.9833638109019716,2751.5033025480006
mul4942,0.9795626531892366,2793.143724417001
mul4424,0.9566325098795144,2737.013906880001
mul9443,0.9527514482746128,2746.5897323232007
mul4443,0.9482521283603954,2690.956150664401
mul4444,0.9380700250676022,2679.016233600001
